unhealthy_ratio,good_day_ratio,pollution_severity_index,aqi_spread,pm_pollution_ratio
0.0,0.9116022099447514,17,104,1.0
0.0,0.5,139,61,0.14963503649635038
0.0,0.6986301369863014,67,58,0.0045662100456621
0.0,0.8791208791208791,33,58,0.5824175824175825
0.0,0.7692307692307693,65,77,0.5457875457875457
0.0,0.8540145985401459,44,79,0.0
0.0,0.8131868131868132,54,75,0.4249084249084249
0.0,0.8248175182481752,52,85,0.4416058394160584
0.0,0.9590163934426229,5,52,0.0
0.0,0.8248175182481752,49,76,0.4744525547445255
0.0,0.7955801104972375,38,67,0.39779005524861877
0.0,0.7111111111111111,53,68,0.37222222222222223
0.005555555555555556,0.6944444444444444,58,124,0.45
0.0,0.7303370786516854,51,81,0.3707865168539326
0.0,0.7241379310344828,50,100,0.4367816091954023
0.0,0.7472527472527473,47,92,0.3626373626373626
0.0,0.7359550561797753,49,81,0.4101123595505618
0.0,0.7361702127659574,67,79,0.28936170212765955
0.0,0.8314606741573034,30,57,0.2752808988764045
0.013793103448275862,0.9241379310344827,17,124,0.0
0.0,0.8777777777777778,24,77,0.08333333333333333
0.00558659217877095,0.776536312849162,42,114,0.4134078212290503
0.0,0.7624309392265194,45,67,0.4585635359116022
0.0,0.6222222222222222,68,26,0.7277777777777777
0.0,0.7853107344632768,39,67,0.2768361581920904
0.010948905109489052,0.23722627737226276,226,169,0.4306569343065693
0.0,1.0,0,23,1.0
0.0,0.9444444444444444,1,37,1.0
0.08058608058608059,0.19413919413919414,317,458,0.5677655677655677
0.0,0.46886446886446886,163,92,0.007326007326007326
0.018315018315018316,0.6153846153846154,118,146,0.3626373626373626
0.0,0.8947368421052632,2,54,1.0
0.0,1.0,0,8,1.0
0.033582089552238806,0.7947761194029851,85,302,1.0
0.0,0.7992424242424242,53,42,0.003787878787878788
0.0,0.5824175824175825,115,55,0.007326007326007326
0.0,0.6455223880597015,95,46,0.0
0.0,0.7252747252747253,77,61,0.10622710622710622
0.0,1.0,0,12,1.0
0.0,0.9850746268656716,4,38,1.0
0.0,0.6654275092936803,90,49,0.0
0.0,0.673992673992674,94,97,0.6227106227106227
0.0,0.5656934306569343,127,96,0.583941605839416
0.0,0.8859315589353612,31,69,0.034220532319391636
0.0,0.9264705882352942,23,103,0.0
0.0,0.6131386861313869,115,96,0.4927007299270073
0.003663003663003663,0.7985347985347986,61,117,0.13553113553113552
0.0,0.9661654135338346,9,51,0.0
0.0,0.940959409594096,16,51,0.0
0.0,0.5934065934065934,111,55,1.0
0.0,0.7116788321167883,86,94,0.41605839416058393
0.0,1.0,0,0,1.0
0.0,0.6645569620253164,112,93,0.5854430379746836
0.0,0.916030534351145,23,78,0.0
0.0,0.8084291187739464,50,71,1.0
0.0,0.7948717948717948,60,86,0.315018315018315
0.0,0.8539325842696629,40,80,1.0
