unhealthy_ratio,good_day_ratio,pollution_severity_index,aqi_spread,pm_pollution_ratio
0.0,0.9696969696969697,8,45,0.0
0.0,0.9305019305019305,18,62,0.0
0.0031545741324921135,0.6593059936908517,115,110,0.4037854889589905
0.0,0.7531645569620253,81,88,0.5189873417721519
0.0,0.8278388278388278,53,97,0.2564102564102564
0.0,0.9588477366255144,10,57,0.0
0.0,0.8021978021978022,57,103,0.2600732600732601
0.006329113924050633,0.7436708860759493,88,113,0.3575949367088608
0.0,0.9159663865546218,20,36,0.0
0.0,0.9471698113207547,15,114,0.0
0.0,0.7875457875457875,63,95,0.28205128205128205
0.0,0.9239130434782609,14,41,0.0
0.0,0.9390862944162437,12,52,0.09644670050761421
0.0,0.7142857142857143,78,55,0.673992673992674
0.0,0.9619565217391305,7,40,0.0
0.0,0.9419642857142857,13,43,0.0
0.0,0.9456521739130435,10,38,0.0
0.0,0.6717557251908397,86,45,1.0
0.0,0.6886446886446886,85,30,0.6703296703296703
0.0,0.5019305019305019,129,40,1.0
0.0,0.7106227106227107,79,34,0.652014652014652
0.0,0.8257575757575758,46,28,0.6818181818181818
0.0,0.6172839506172839,93,44,0.5390946502057613
0.0,0.8858695652173914,21,54,0.0
0.0,0.9152542372881356,15,47,0.0
0.0,0.7435897435897436,70,34,0.6043956043956044
0.0,0.8762376237623762,25,43,0.0891089108910891
0.0,1.0,0,17,1.0
0.0,0.7655677655677655,64,42,0.7106227106227107
0.0,0.967391304347826,6,34,0.0
0.0,0.8784530386740331,22,46,0.0
0.0,0.947136563876652,12,63,0.0
0.0,1.0,0,22,0.29069767441860467
0.0,0.4918032786885246,155,46,0.6557377049180327
0.0,0.7695167286245354,63,67,1.0
0.0,0.7859778597785978,58,44,0.5276752767527675
0.0,0.7655677655677655,66,80,0.7765567765567766
0.0,0.7463235294117647,69,42,1.0
0.0,0.9488636363636364,9,36,0.0
0.0,0.8876404494382022,30,33,0.602996254681648
0.0,0.945054945054945,10,35,0.0
0.0,0.7326007326007326,73,37,0.5238095238095238
0.0,0.8315018315018315,46,49,0.652014652014652
0.0,0.9021739130434783,18,49,0.0
0.0,0.663003663003663,92,29,0.6483516483516484
0.01646090534979424,0.8024691358024691,59,155,0.21810699588477367
0.03292181069958848,0.7283950617283951,87,245,0.3168724279835391
0.01639344262295082,0.7745901639344263,72,177,0.2459016393442623
0.029288702928870293,0.7322175732217573,82,153,0.34309623430962344
0.012345679012345678,0.7860082304526749,65,177,0.32098765432098764
0.00823045267489712,0.7901234567901234,59,156,0.2222222222222222
0.01646090534979424,0.8024691358024691,63,244,0.25925925925925924
0.01646090534979424,0.7983539094650206,65,202,0.2222222222222222
0.0205761316872428,0.7818930041152263,71,245,0.46502057613168724
0.0,0.6587837837837838,102,86,0.5033783783783784
0.0,0.8122448979591836,49,79,0.0
0.0,0.8029739776951673,53,42,1.0
0.0,0.6298342541436464,68,81,0.988950276243094
0.003663003663003663,0.3333333333333333,188,96,0.7472527472527473
0.0,0.5940959409594095,112,80,0.5608856088560885
0.0,0.7205882352941176,79,76,0.45955882352941174
0.0,0.8207547169811321,41,70,0.0
0.0,1.0,0,19,1.0
0.0,0.4360655737704918,176,97,0.6163934426229508
0.0,0.8293838862559242,39,78,0.0
0.0036496350364963502,0.3978102189781022,171,102,0.6897810218978102
0.0,0.8285714285714286,43,87,0.0
0.0,0.8411214953271028,36,64,0.0
0.0036496350364963502,0.32116788321167883,200,100,0.6642335766423357
0.0,0.5054945054945055,136,51,0.6446886446886447
0.004672897196261682,0.8411214953271028,37,119,0.0
0.0,0.6556291390728477,109,90,0.34105960264900664
0.0,0.7032967032967034,81,47,0.46153846153846156
0.0,0.8457943925233645,34,78,0.0
0.0,0.8734177215189873,31,80,0.0
0.003663003663003663,0.4175824175824176,169,101,0.673992673992674
0.0,0.7746478873239436,53,69,0.0
0.0,0.6291390728476821,114,78,0.4768211920529801
0.0,0.6933333333333334,94,83,0.37666666666666665
0.0,0.8277511961722488,37,60,0.0
0.0,0.5970695970695971,114,82,0.5824175824175825
0.0,0.8865546218487395,27,51,0.025210084033613446
0.0,0.7755102040816326,57,107,0.0
0.0,0.6204379562043796,106,70,0.46715328467153283
0.003663003663003663,0.5860805860805861,117,193,1.0
0.0,0.4945054945054945,140,73,0.6373626373626373
0.0,0.6447368421052632,111,82,0.4934210526315789
0.0,0.6052631578947368,125,84,0.45394736842105265
0.0,0.6544117647058824,101,82,0.36764705882352944
0.0,0.8672985781990521,30,64,0.0
0.0,0.8524590163934426,37,69,0.0
0.0111731843575419,0.5921787709497207,77,139,0.5251396648044693
0.0,0.780373831775701,49,71,0.0
0.00398406374501992,0.8087649402390438,50,122,1.0
0.0,0.5367647058823529,129,81,0.5
0.0,0.6383763837638377,101,83,0.42066420664206644
0.0,0.8009478672985783,42,54,0.0
0.003676470588235294,0.5661764705882353,120,115,0.4227941176470588
0.0,0.9,2,29,1.0
0.0,0.6840148698884758,87,103,1.0
0.0,0.7714285714285715,48,53,0.0
0.004672897196261682,0.7336448598130841,64,124,0.0
0.0,0.8943089430894309,13,47,0.0
0.0,0.7807017543859649,51,83,0.0
0.0036496350364963502,0.48175182481751827,152,408,0.5145985401459854
0.0,0.8018018018018018,46,62,0.0
0.003663003663003663,0.5311355311355311,133,256,0.73992673992674
0.0,0.5787545787545788,118,92,0.575091575091575
0.0,0.7203791469194313,61,96,0.6729857819905213
0.0036496350364963502,0.45985401459854014,152,457,0.5364963503649635
0.003663003663003663,0.6556776556776557,97,124,0.4139194139194139
0.0,0.8895027624309392,20,43,1.0
0.0,0.9388888888888889,11,63,0.6833333333333333
0.0,0.9668508287292817,6,44,0.7403314917127072
0.0,0.8066298342541437,35,51,1.0
0.0,0.9337016574585635,12,36,1.0
0.0,0.6666666666666666,60,52,1.0
0.0,0.7071823204419889,53,67,1.0
0.0,0.7403314917127072,47,38,0.6961325966850829
0.0,0.8674033149171271,24,55,1.0
0.0,0.7624309392265194,44,78,1.0
0.0,0.712707182320442,52,51,1.0
0.0,0.8277777777777777,32,81,1.0
0.0,0.6464088397790055,68,75,0.7458563535911602
0.0,0.8453038674033149,28,65,1.0
0.0,0.850828729281768,27,51,0.6850828729281768
0.0,0.8241758241758241,32,49,0.36813186813186816
0.0,0.7955801104972375,37,40,0.712707182320442
0.0,0.9281767955801105,13,48,1.0
0.0,0.9116022099447514,16,39,1.0
0.0,0.9281767955801105,13,42,1.0
0.0,0.8461538461538461,28,52,0.4010989010989011
0.0,0.7384615384615385,68,58,0.23461538461538461
0.0,0.5164835164835165,90,80,0.5054945054945055
0.0,0.680952380952381,67,51,0.5285714285714286
0.0,0.5424528301886793,98,84,0.5943396226415094
0.0,0.6556603773584906,75,78,0.4528301886792453
0.0,0.719047619047619,60,74,0.38571428571428573
0.0,0.7738693467336684,45,48,0.40703517587939697
0.0,0.875,28,98,0.0
0.0,0.7769516728624535,61,78,0.39776951672862454
0.0,0.7148760330578512,70,58,0.2892561983471074
0.004761904761904762,0.6904761904761905,68,113,0.4666666666666667
0.0,0.6792452830188679,68,49,1.0
0.0,0.6226415094339622,80,49,0.5943396226415094
0.0047169811320754715,0.6556603773584906,77,109,0.6179245283018868
0.0,0.9465020576131687,13,46,0.0
0.0,0.8138686131386861,51,68,0.5437956204379562
0.0,0.7688679245283019,49,52,0.33490566037735847
0.0,0.9299363057324841,11,40,0.0
0.0,0.7688679245283019,50,64,0.3584905660377358
0.0,0.6745283018867925,70,80,0.46226415094339623
0.0,0.7985074626865671,54,54,0.21641791044776118
0.0,0.6,86,73,0.5190476190476191
0.0,0.6226415094339622,82,64,0.5424528301886793
0.0,0.7019230769230769,63,73,0.4519230769230769
0.0,0.7342995169082126,56,62,0.4444444444444444
0.0,0.7777777777777778,57,74,0.21810699588477367
0.0,0.9329608938547486,12,62,0.0
0.0,0.7169811320754716,61,92,0.4858490566037736
0.0,0.7075471698113207,63,83,0.5047169811320755
0.0,0.5164835164835165,93,97,0.5494505494505495
0.0,0.9423868312757202,14,56,0.0
0.0,0.8607594936708861,22,36,1.0
0.0,0.7877358490566038,45,57,0.36792452830188677
0.0,0.7122641509433962,61,58,0.4858490566037736
0.0,0.7391304347826086,55,87,0.41545893719806765
0.0,0.8309178743961353,35,53,1.0
0.0,0.6556603773584906,74,56,0.4481132075471698
0.0,0.8849557522123894,15,73,1.0
0.0,0.9426751592356688,9,60,0.3630573248407643
0.0,0.6457142857142857,62,49,1.0
0.0,0.8571428571428571,8,36,1.0
0.0,1.0,0,22,1.0
0.0,0.8596491228070176,8,36,1.0
0.012269938650306749,0.9693251533742331,14,338,0.0
0.0,0.9090909090909091,11,62,0.49586776859504134
0.0,0.9041666666666667,23,55,0.44583333333333336
0.004016064257028112,0.6947791164658634,78,156,0.8995983935742972
0.0,0.757201646090535,63,87,0.37448559670781895
0.0,0.8908296943231441,25,32,0.0
0.0,0.8995633187772926,23,43,0.0
0.0,0.9217391304347826,18,48,0.0
0.0,0.5897435897435898,113,58,0.6336996336996337
0.0,0.6117216117216118,107,57,0.6959706959706959
0.0,0.8733031674208145,28,55,0.0
0.0,0.6813186813186813,87,54,0.652014652014652
0.0,0.6431226765799256,96,55,1.0
0.0,0.5384615384615384,126,45,0.5311355311355311
0.007326007326007326,0.7985347985347986,60,129,0.48717948717948717
0.0,0.572992700729927,117,35,0.6058394160583942
0.0,0.5238095238095238,130,44,0.6043956043956044
0.0,0.7657992565055762,63,49,0.34572490706319703
0.0055248618784530384,0.5303867403314917,89,106,0.7569060773480663
0.0,0.8707865168539326,23,59,1.0
0.0,0.8263473053892215,29,37,0.3652694610778443
0.00558659217877095,0.8212290502793296,35,121,0.5586592178770949
0.0,0.7237569060773481,50,41,0.292817679558011
0.0,0.9441340782122905,10,74,1.0
0.0,0.7845303867403315,39,33,0.43646408839779005
0.0,0.9502762430939227,9,29,0.055248618784530384
0.0,0.8241758241758241,33,79,0.18681318681318682
0.0,0.7900552486187845,39,76,0.988950276243094
0.0,0.9098360655737705,12,63,0.0
0.0,0.6964285714285714,69,55,0.48660714285714285
0.0,0.9626556016597511,9,64,0.0
0.0,0.5182481751824818,133,86,0.5985401459854015
0.0,0.9535864978902954,11,49,0.0
0.0,0.7944444444444444,37,38,1.0
0.0,0.6408839779005525,67,96,0.6850828729281768
0.0,0.8852459016393442,14,51,0.0
0.003663003663003663,0.6117216117216118,108,110,0.7362637362637363
0.0,0.8081395348837209,33,34,1.0
0.0,0.8176795580110497,33,59,0.6077348066298343
0.0,0.7955801104972375,37,35,1.0
0.0,0.8505747126436781,26,40,1.0
0.0,0.7745664739884393,39,34,1.0
0.0,0.8465909090909091,27,38,1.0
0.0,0.8857142857142857,20,36,1.0
0.0,0.8409090909090909,28,39,1.0
0.0,0.9461883408071748,12,43,0.0
0.0,0.6428571428571429,65,45,0.42857142857142855
0.0,0.7900552486187845,38,48,0.4972375690607735
0.0,0.711864406779661,52,75,0.5310734463276836
0.0,0.8852459016393442,14,40,0.0
0.0,0.8916666666666667,13,38,0.0
0.0,0.5796178343949044,66,47,1.0
0.0,0.6131687242798354,98,93,0.42386831275720166
0.0,0.3975409836065574,152,69,0.639344262295082
0.0,0.5726141078838174,104,60,1.0
0.0,0.8477366255144033,39,89,0.07407407407407407
0.0,0.6339285714285714,82,35,1.0
0.00392156862745098,0.6901960784313725,81,120,0.3215686274509804
0.0,0.3168724279835391,171,84,0.8559670781893004
0.004784688995215311,0.8421052631578947,41,112,0.0
0.0,0.8,4,51,1.0
0.0047169811320754715,0.41037735849056606,133,251,0.6273584905660378
0.0047169811320754715,0.6226415094339622,86,116,0.36792452830188677
0.00823045267489712,0.6460905349794238,90,140,1.0
0.12295081967213115,0.12704918032786885,331,2048,0.6680327868852459
0.0,0.9285714285714286,15,51,0.0
0.00823045267489712,0.5432098765432098,119,131,0.5185185185185185
0.0,0.8888888888888888,28,79,0.0
0.025547445255474453,0.08759124087591241,284,109,0.6970802919708029
0.0,0.6213991769547325,92,55,0.6790123456790124
0.0,0.36213991769547327,159,86,0.8436213991769548
0.0,0.8780487804878049,26,82,0.0
0.0,0.9473684210526315,11,60,0.0
0.0,0.42386831275720166,140,41,0.7489711934156379
0.0,0.916256157635468,18,67,0.0
0.0,1.0,0,28,0.0
0.0,0.6367924528301887,79,81,0.6367924528301887
0.0,0.5166666666666667,59,58,1.0
0.004219409282700422,0.8987341772151899,27,142,1.0
0.0,0.5991561181434599,95,49,1.0
0.0,0.4344262295081967,141,90,0.6967213114754098
0.0,0.3070539419087137,174,78,0.7427385892116183
0.0,0.580952380952381,89,59,0.5
0.0,0.3497942386831276,166,82,0.8106995884773662
0.0,0.5637860082304527,106,24,0.7613168724279835
0.0,0.885,23,57,0.0
0.0,0.9461883408071748,13,72,0.0
0.0,0.9342105263157895,15,69,1.0
0.0,0.8075313807531381,46,55,0.0
0.0,0.9583333333333334,10,77,0.0
0.0,0.9218106995884774,19,58,0.0
0.004694835680751174,0.3145539906103286,156,106,0.676056338028169
0.0,0.4098360655737705,146,73,0.6967213114754098
0.0,0.9159663865546218,20,66,0.0
0.0,0.5163934426229508,120,67,0.5532786885245902
0.0,1.0,0,34,0.0
0.0,0.6,123,57,0.10819672131147541
0.0,0.6118421052631579,118,41,0.22697368421052633
0.0,0.6286764705882353,103,61,0.058823529411764705
0.0,0.5953947368421053,130,71,0.15460526315789475
0.0,0.594059405940594,125,65,0.36303630363036304
0.0,1.0,0,12,1.0
0.0,0.6171617161716172,116,46,0.3234323432343234
0.0,0.6996699669966997,92,59,0.132013201320132
0.003278688524590164,0.3704918032786885,208,121,0.3081967213114754
0.0,0.6529680365296804,77,62,0.0
0.0,0.7039473684210527,91,56,0.15789473684210525
0.0,0.5855263157894737,130,78,0.05921052631578947
0.0,0.5394736842105263,141,60,0.34210526315789475
0.0,0.5888157894736842,126,57,0.2138157894736842
0.0,0.7105263157894737,88,52,0.0625
0.0,1.0,0,15,1.0
0.0,0.6131147540983607,120,72,0.13114754098360656
0.0,0.8287292817679558,31,54,0.1878453038674033
0.0,0.9120879120879121,18,68,0.10989010989010989
0.0,0.7888888888888889,38,54,0.3111111111111111
0.0,1.0,0,34,1.0
0.0,1.0,0,19,1.0
0.0,0.7785977859778598,60,36,0.5682656826568265
0.0,0.8480565371024735,45,100,0.1519434628975265
0.0,0.7835051546391752,21,28,1.0
0.0,0.9622641509433962,8,37,0.0
0.0,1.0,0,10,1.0
0.0,0.8860294117647058,32,63,0.4742647058823529
0.0,0.7720588235294118,62,38,0.5955882352941176
0.0,0.7481751824817519,70,80,0.4124087591240876
0.0,0.9719626168224299,6,41,0.0
0.0,0.704225352112676,84,43,0.6056338028169014
0.0,0.9240506329113924,18,41,0.0
0.0,0.8065693430656934,54,64,0.4489051094890511
0.0,0.9626168224299065,8,40,0.0
0.0,0.7314487632508834,76,44,0.48056537102473496
0.0,1.0,0,9,1.0
0.0,0.7582417582417582,67,77,0.39194139194139194
0.0,0.8421052631578947,15,39,1.0
0.0,0.8277310924369747,41,46,0.3865546218487395
0.0,0.8467153284671532,42,61,0.9306569343065694
0.0,0.9684684684684685,7,32,0.0
0.0,0.9411764705882353,16,49,0.0
0.0,0.7887323943661971,60,41,0.8204225352112676
0.0,0.8065693430656934,53,41,0.5109489051094891
0.0,0.9655172413793104,8,32,0.08189655172413793
0.0,0.7692307692307693,63,39,0.4945054945054945
0.0,0.7959183673469388,20,46,1.0
0.0,0.9514925373134329,13,39,0.0037313432835820895
0.0,0.9626168224299065,9,62,0.0
0.0,0.7912087912087912,57,64,1.0
0.0,0.9326923076923077,14,37,0.0
0.0,0.9469026548672567,12,49,1.0
0.004166666666666667,0.7375,66,116,1.0
0.0,0.8888888888888888,27,33,0.5843621399176955
0.0,0.8724279835390947,31,47,1.0
0.0,0.8847736625514403,28,34,0.9753086419753086
0.0,0.8930041152263375,26,49,0.5555555555555556
0.0,0.9300411522633745,17,31,0.1522633744855967
0.0,0.9157894736842105,16,51,1.0
0.0,0.9369747899159664,15,39,1.0
0.0,0.9588477366255144,10,62,1.0
0.0,0.897119341563786,25,50,1.0
0.0,0.9794238683127572,5,57,1.0
0.0,0.9652173913043478,8,40,1.0
0.0,0.6748971193415638,79,47,0.5679012345679012
0.0,0.961864406779661,9,37,1.0
0.0,0.8477366255144033,37,59,1.0
0.0,0.8421052631578947,3,41,1.0
0.0,0.9330143540669856,14,56,1.0
0.0,0.9259259259259259,18,46,1.0
0.0,0.7478991596638656,60,55,1.0
0.0,1.0,0,24,1.0
0.0,0.7613168724279835,58,56,0.3786008230452675
0.0,0.970954356846473,7,33,1.0
0.0,0.691358024691358,75,46,1.0
0.0,0.7078189300411523,71,29,0.6008230452674898
0.0,0.8106995884773662,47,92,1.0
0.0,0.9813664596273292,3,26,0.6459627329192547
0.0,0.8600823045267489,34,55,1.0
0.0,0.9662447257383966,8,28,0.6033755274261603
0.0,0.9382716049382716,15,77,1.0
0.0,0.8106995884773662,46,53,1.0
0.0,0.8110236220472441,24,37,0.2677165354330709
0.0,0.7924528301886793,33,40,1.0
0.0,0.7403314917127072,47,51,0.5966850828729282
0.0,0.8925619834710744,13,35,0.0
0.0,0.7458563535911602,47,59,0.5966850828729282
0.0,0.7333333333333333,16,36,1.0
0.0,0.7955801104972375,37,29,0.574585635359116
0.0,0.7288135593220338,16,36,1.0
0.0,0.6363636363636364,56,40,1.0
0.0,0.7906976744186046,28,62,0.2248062015503876
0.0,0.7851851851851852,29,55,0.2814814814814815
0.0,0.941908713692946,14,33,0.0
0.0,0.8345323741007195,23,38,0.23741007194244604
0.0055248618784530384,0.856353591160221,30,149,0.23756906077348067
0.0055248618784530384,0.7900552486187845,41,117,0.6574585635359116
0.0,0.8461538461538461,15,66,0.0
0.0,0.7182320441988951,52,96,0.6685082872928176
0.0,0.7637362637362637,44,98,0.25824175824175827
0.0,0.8571428571428571,13,53,0.0
0.0055248618784530384,0.7790055248618785,44,121,0.6740331491712708
0.0,0.9130434782608695,8,41,0.0
0.005649717514124294,0.7966101694915254,40,114,0.2711864406779661
0.0,0.7237569060773481,51,82,1.0
0.0,0.76,38,81,1.0
0.0,0.8260869565217391,17,64,0.0
0.0,0.7845303867403315,44,88,0.430939226519337
0.0,0.8695652173913043,12,46,0.0
0.0,0.8804347826086957,11,50,0.0
0.0,0.8804347826086957,11,43,0.0
0.0,0.8,38,77,0.6555555555555556
0.0,0.6923076923076923,61,88,0.6153846153846154
0.0,0.7520661157024794,32,83,1.0
0.0055248618784530384,0.7845303867403315,41,114,0.6685082872928176
0.0,0.8066298342541437,39,105,0.6077348066298343
0.0,0.8369565217391305,18,81,0.0
0.0,0.7282608695652174,25,51,0.0
0.0,0.7955801104972375,38,85,0.6243093922651933
0.0,0.8369565217391305,16,60,0.0
0.0,0.934156378600823,16,60,0.0
0.0,0.8695652173913043,13,64,0.0
0.0,0.75,25,68,0.0
0.0,0.7237569060773481,53,74,0.6629834254143646
0.0,0.5185185185185185,120,94,0.13991769547325103
0.0,0.7734806629834254,41,56,0.2596685082872928
0.0,1.0,0,23,0.0
0.0,0.945054945054945,10,20,0.04395604395604396
0.0,0.6132075471698113,82,52,0.2971698113207547
0.0,0.9055555555555556,17,42,0.022222222222222223
0.0,0.6978021978021978,56,61,0.04945054945054945
0.0,0.9779005524861878,4,67,1.0
0.0,0.856353591160221,26,27,0.049723756906077346
0.0,0.9949494949494949,1,47,1.0
0.0335195530726257,0.8770949720670391,40,392,1.0
0.0,0.8457142857142858,27,37,0.7142857142857143
0.0,0.6818181818181818,78,54,0.008264462809917356
0.0,0.7028301886792453,67,70,0.22641509433962265
0.0,0.7920353982300885,47,39,0.01327433628318584
0.0,1.0,0,40,1.0
0.0,0.9801980198019802,4,49,1.0
